Mandi_ID,Commodity_ID,Arrival_Date_ID,Modal_Price,Arrival_Volume_Qty,Crop_ID,Total_Input_Cost,Profit,Min_Price,Max_Price,Price_Range,Avg_Price,Demand_Index,Supply_Index,Volatility,Price_Trend,Season,Profit_Margin,Price_per_Unit
17,4,2025-11-26,2455,19770,4,3845,-1390,2209.5,2700.5,491.0,2455,19.77,19.77,0.2,Stable,Kharif,-1390,2455
36,13,2025-08-05,2963,8899,13,4374,-1411,2666.7000000000003,3259.3,592.5999999999999,2963,8.899000000000001,8.899000000000001,0.2,Stable,Kharif,-1411,2963
50,10,2025-06-05,2528,6084,10,3813,-1285,2275.2000000000003,2780.8,505.5999999999999,2528,6.0840000000000005,6.0840000000000005,0.2,Stable,Kharif,-1285,2528
40,17,2025-02-08,4552,18385,17,2601,1951,4096.8,5007.200000000001,910.4000000000005,4552,18.385,18.385,0.2,Stable,Kharif,1951,4552
4,14,2025-10-09,1527,13942,14,3526,-1999,1374.3,1679.7,305.4000000000001,1527,13.942,13.942,0.2,Stable,Kharif,-1999,1527
2,15,2025-11-24,2818,16136,15,4991,-2173,2536.2000000000003,3099.8,563.5999999999999,2818,16.136,16.136,0.2,Stable,Kharif,-2173,2818
6,8,2025-12-24,3965,6697,8,3868,97,3568.5,4361.5,793.0,3965,6.697,6.697,0.2,Stable,Kharif,97,3965
54,18,2025-01-26,2735,2279,18,4149,-1414,2461.5,3008.5000000000005,547.0000000000005,2735,2.279,2.279,0.2,Stable,Kharif,-1414,2735
42,3,2025-02-01,4539,9580,3,4301,238,4085.1,4992.900000000001,907.8000000000006,4539,9.58,9.58,0.2,Stable,Kharif,238,4539
4,17,2025-02-15,4508,6858,17,2601,1907,4057.2000000000003,4958.8,901.5999999999999,4508,6.8580000000000005,6.8580000000000005,0.2,Stable,Kharif,1907,4508
54,7,2025-06-05,2667,10725,7,2117,550,2400.3,2933.7000000000003,533.4000000000001,2667,10.725,10.725,0.2,Stable,Kharif,550,2667
29,13,2025-09-01,1765,3001,13,4374,-2609,1588.5,1941.5000000000002,353.0000000000002,1765,3.001,3.001,0.2,Stable,Kharif,-2609,1765
18,16,2025-02-04,3627,12476,16,3269,358,3264.3,3989.7000000000003,725.4000000000001,3627,12.476,12.476,0.2,Stable,Kharif,358,3627
26,5,2025-10-05,2019,4704,5,3337,-1318,1817.1000000000001,2220.9,403.79999999999995,2019,4.704,4.704,0.2,Stable,Kharif,-1318,2019
44,4,2025-08-30,2914,16910,4,3845,-931,2622.6,3205.4,582.8000000000002,2914,16.91,16.91,0.2,Stable,Kharif,-931,2914
34,10,2025-09-16,1715,18323,10,3813,-2098,1543.5,1886.5000000000002,343.0000000000002,1715,18.323,18.323,0.2,Stable,Kharif,-2098,1715
10,13,2025-02-15,4465,17889,13,4374,91,4018.5,4911.5,893.0,4465,17.889,17.889,0.2,Stable,Kharif,91,4465
36,10,2025-08-25,2324,10004,10,3813,-1489,2091.6,2556.4,464.8000000000002,2324,10.004,10.004,0.2,Stable,Kharif,-1489,2324
14,14,2025-01-08,4455,12249,14,3526,929,4009.5,4900.5,891.0,4455,12.249,12.249,0.2,Stable,Kharif,929,4455
31,12,2025-09-17,2628,12028,12,2542,86,2365.2000000000003,2890.8,525.5999999999999,2628,12.028,12.028,0.2,Stable,Kharif,86,2628
48,1,2025-09-28,2353,17895,1,3410,-1057,2117.7000000000003,2588.3,470.5999999999999,2353,17.895,17.895,0.2,Stable,Kharif,-1057,2353
15,20,2025-02-13,2843,10964,20,3602,-759,2558.7000000000003,3127.3,568.5999999999999,2843,10.964,10.964,0.2,Stable,Kharif,-759,2843
8,20,2025-08-26,1234,6505,20,3602,-2368,1110.6000000000001,1357.4,246.79999999999995,1234,6.505,6.505,0.2,Stable,Kharif,-2368,1234
14,7,2025-06-16,3246,13900,7,2117,1129,2921.4,3570.6000000000004,649.2000000000003,3246,13.9,13.9,0.2,Stable,Kharif,1129,3246
23,9,2025-03-17,3767,13914,9,4097,-330,3390.3,4143.700000000001,753.4000000000005,3767,13.914,13.914,0.2,Stable,Kharif,-330,3767
40,8,2025-06-06,3401,9021,8,3868,-467,3060.9,3741.1000000000004,680.2000000000003,3401,9.021,9.021,0.2,Stable,Kharif,-467,3401
21,13,2025-07-20,2982,6551,13,4374,-1392,2683.8,3280.2000000000003,596.4000000000001,2982,6.551,6.551,0.2,Stable,Kharif,-1392,2982
16,14,2025-08-22,1428,13936,14,3526,-2098,1285.2,1570.8000000000002,285.60000000000014,1428,13.936,13.936,0.2,Stable,Kharif,-2098,1428
45,12,2025-08-20,2175,4517,12,2542,-367,1957.5,2392.5,435.0,2175,4.517,4.517,0.2,Stable,Kharif,-367,2175
18,8,2025-07-31,3046,19888,8,3868,-822,2741.4,3350.6000000000004,609.2000000000003,3046,19.888,19.888,0.2,Stable,Kharif,-822,3046
47,18,2025-06-03,2476,12538,18,4149,-1673,2228.4,2723.6000000000004,495.2000000000003,2476,12.538,12.538,0.2,Stable,Kharif,-1673,2476
53,16,2025-08-01,2711,5676,16,3269,-558,2439.9,2982.1000000000004,542.2000000000003,2711,5.676,5.676,0.2,Stable,Kharif,-558,2711
24,11,2025-03-28,2804,7442,11,3587,-783,2523.6,3084.4,560.8000000000002,2804,7.442,7.442,0.2,Stable,Kharif,-783,2804
26,16,2025-01-18,2563,12140,16,3269,-706,2306.7000000000003,2819.3,512.5999999999999,2563,12.14,12.14,0.2,Stable,Kharif,-706,2563
25,14,2025-07-10,3262,2734,14,3526,-264,2935.8,3588.2000000000003,652.4000000000001,3262,2.734,2.734,0.2,Stable,Kharif,-264,3262
45,3,2025-11-04,2894,11218,3,4301,-1407,2604.6,3183.4,578.8000000000002,2894,11.218,11.218,0.2,Stable,Kharif,-1407,2894
41,2,2025-02-23,2853,11425,2,2668,185,2567.7000000000003,3138.3,570.5999999999999,2853,11.425,11.425,0.2,Stable,Kharif,185,2853
29,3,2025-08-04,1539,8004,3,4301,-2762,1385.1000000000001,1692.9,307.79999999999995,1539,8.004,8.004,0.2,Stable,Kharif,-2762,1539
15,4,2025-02-11,4410,18754,4,3845,565,3969.0,4851.0,882.0,4410,18.754,18.754,0.2,Stable,Kharif,565,4410
45,5,2025-12-15,2179,11857,5,3337,-1158,1961.1000000000001,2396.9,435.79999999999995,2179,11.857000000000001,11.857000000000001,0.2,Stable,Kharif,-1158,2179
1,10,2025-08-18,1788,6106,10,3813,-2025,1609.2,1966.8000000000002,357.60000000000014,1788,6.106,6.106,0.2,Stable,Kharif,-2025,1788
25,20,2025-08-18,3462,11137,20,3602,-140,3115.8,3808.2000000000003,692.4000000000001,3462,11.137,11.137,0.2,Stable,Kharif,-140,3462
7,2,2025-07-01,3245,13650,2,2668,577,2920.5,3569.5000000000005,649.0000000000005,3245,13.65,13.65,0.2,Stable,Kharif,577,3245
9,12,2025-05-21,4758,10236,12,2542,2216,4282.2,5233.8,951.6000000000004,4758,10.236,10.236,0.2,Stable,Kharif,2216,4758
24,5,2025-10-15,3268,6632,5,3337,-69,2941.2000000000003,3594.8,653.5999999999999,3268,6.632000000000001,6.632000000000001,0.2,Stable,Kharif,-69,3268
1,5,2025-12-05,3616,8437,5,3337,279,3254.4,3977.6000000000004,723.2000000000003,3616,8.437,8.437,0.2,Stable,Kharif,279,3616
44,1,2025-12-03,2564,8130,1,3410,-846,2307.6,2820.4,512.8000000000002,2564,8.13,8.13,0.2,Stable,Kharif,-846,2564
8,4,2025-11-18,2668,17802,4,3845,-1177,2401.2000000000003,2934.8,533.5999999999999,2668,17.802,17.802,0.2,Stable,Kharif,-1177,2668
24,12,2025-03-23,4991,8847,12,2542,2449,4491.900000000001,5490.1,998.1999999999998,4991,8.847,8.847,0.2,Stable,Kharif,2449,4991
11,12,2025-06-16,1568,18482,12,2542,-974,1411.2,1724.8000000000002,313.60000000000014,1568,18.482,18.482,0.2,Stable,Kharif,-974,1568
51,16,2025-11-30,4706,11120,16,3269,1437,4235.400000000001,5176.6,941.1999999999998,4706,11.120000000000001,11.120000000000001,0.2,Stable,Kharif,1437,4706
17,17,2025-02-23,2693,10372,17,2601,92,2423.7000000000003,2962.3,538.5999999999999,2693,10.372,10.372,0.2,Stable,Kharif,92,2693
8,10,2025-03-14,3101,11128,10,3813,-712,2790.9,3411.1000000000004,620.2000000000003,3101,11.128,11.128,0.2,Stable,Kharif,-712,3101
35,17,2025-08-01,2342,1546,17,2601,-259,2107.8,2576.2000000000003,468.4000000000001,2342,1.546,1.546,0.2,Stable,Kharif,-259,2342
35,17,2025-06-20,1558,12147,17,2601,-1043,1402.2,1713.8000000000002,311.60000000000014,1558,12.147,12.147,0.2,Stable,Kharif,-1043,1558
33,18,2025-09-27,2840,15988,18,4149,-1309,2556.0,3124.0000000000005,568.0000000000005,2840,15.988,15.988,0.2,Stable,Kharif,-1309,2840
5,2,2025-08-07,2737,3982,2,2668,69,2463.3,3010.7000000000003,547.4000000000001,2737,3.982,3.982,0.2,Stable,Kharif,69,2737
42,4,2025-05-16,4650,10526,4,3845,805,4185.0,5115.0,930.0,4650,10.526,10.526,0.2,Stable,Kharif,805,4650
39,19,2025-02-04,2502,8441,19,2387,115,2251.8,2752.2000000000003,500.4000000000001,2502,8.441,8.441,0.2,Stable,Kharif,115,2502
41,11,2025-05-26,5079,727,11,3587,1492,4571.1,5586.900000000001,1015.8000000000002,5079,0.727,0.727,0.2,Stable,Kharif,1492,5079
28,17,2025-07-02,1261,19519,17,2601,-1340,1134.9,1387.1000000000001,252.20000000000005,1261,19.519000000000002,19.519000000000002,0.2,Stable,Kharif,-1340,1261
7,12,2025-03-19,3120,3852,12,2542,578,2808.0,3432.0000000000005,624.0000000000005,3120,3.852,3.852,0.2,Stable,Kharif,578,3120
9,2,2025-11-04,3670,13501,2,2668,1002,3303.0,4037.0000000000005,734.0000000000005,3670,13.501,13.501,0.2,Stable,Kharif,1002,3670
8,6,2025-09-10,2719,7274,6,3324,-605,2447.1,2990.9,543.8000000000002,2719,7.274,7.274,0.2,Stable,Kharif,-605,2719
12,9,2025-11-24,3633,3311,9,4097,-464,3269.7000000000003,3996.3,726.5999999999999,3633,3.311,3.311,0.2,Stable,Kharif,-464,3633
34,5,2025-08-24,1651,15469,5,3337,-1686,1485.9,1816.1000000000001,330.20000000000005,1651,15.469000000000001,15.469000000000001,0.2,Stable,Kharif,-1686,1651
33,20,2025-11-18,4453,16430,20,3602,851,4007.7000000000003,4898.3,890.5999999999999,4453,16.43,16.43,0.2,Stable,Kharif,851,4453
48,9,2025-12-03,3692,18282,9,4097,-405,3322.8,4061.2000000000003,738.4000000000001,3692,18.282,18.282,0.2,Stable,Kharif,-405,3692
23,8,2025-03-18,2356,8331,8,3868,-1512,2120.4,2591.6000000000004,471.2000000000003,2356,8.331,8.331,0.2,Stable,Kharif,-1512,2356
24,20,2025-03-14,4178,3902,20,3602,576,3760.2000000000003,4595.8,835.5999999999999,4178,3.902,3.902,0.2,Stable,Kharif,576,4178
37,8,2025-01-27,3045,4235,8,3868,-823,2740.5,3349.5000000000005,609.0000000000005,3045,4.235,4.235,0.2,Stable,Kharif,-823,3045
35,6,2025-02-07,2595,2934,6,3324,-729,2335.5,2854.5000000000005,519.0000000000005,2595,2.934,2.934,0.2,Stable,Kharif,-729,2595
44,3,2025-09-11,2824,15515,3,4301,-1477,2541.6,3106.4,564.8000000000002,2824,15.515,15.515,0.2,Stable,Kharif,-1477,2824
40,5,2025-03-27,4273,3719,5,3337,936,3845.7000000000003,4700.3,854.5999999999999,4273,3.719,3.719,0.2,Stable,Kharif,936,4273
22,9,2025-12-23,3129,18031,9,4097,-968,2816.1,3441.9,625.8000000000002,3129,18.031,18.031,0.2,Stable,Kharif,-968,3129
27,7,2025-12-25,3972,5335,7,2117,1855,3574.8,4369.200000000001,794.4000000000005,3972,5.335,5.335,0.2,Stable,Kharif,1855,3972
35,4,2025-01-31,4441,17589,4,3845,596,3996.9,4885.1,888.2000000000003,4441,17.589,17.589,0.2,Stable,Kharif,596,4441
1,7,2025-07-24,2070,12112,7,2117,-47,1863.0,2277.0,414.0,2070,12.112,12.112,0.2,Stable,Kharif,-47,2070
35,5,2025-07-12,3230,11192,5,3337,-107,2907.0,3553.0000000000005,646.0000000000005,3230,11.192,11.192,0.2,Stable,Kharif,-107,3230
37,11,2025-08-18,3031,6722,11,3587,-556,2727.9,3334.1000000000004,606.2000000000003,3031,6.722,6.722,0.2,Stable,Kharif,-556,3031
47,15,2025-06-30,3334,10747,15,4991,-1657,3000.6,3667.4,666.8000000000002,3334,10.747,10.747,0.2,Stable,Kharif,-1657,3334
14,2,2025-09-02,1292,10581,2,2668,-1376,1162.8,1421.2,258.4000000000001,1292,10.581,10.581,0.2,Stable,Kharif,-1376,1292
3,13,2025-02-09,2803,19480,13,4374,-1571,2522.7000000000003,3083.3,560.5999999999999,2803,19.48,19.48,0.2,Stable,Kharif,-1571,2803
1,16,2025-11-25,4200,16717,16,3269,931,3780.0,4620.0,840.0,4200,16.717,16.717,0.2,Stable,Kharif,931,4200
5,7,2025-06-06,1553,4028,7,2117,-564,1397.7,1708.3000000000002,310.60000000000014,1553,4.0280000000000005,4.0280000000000005,0.2,Stable,Kharif,-564,1553
26,8,2025-06-17,2078,5307,8,3868,-1790,1870.2,2285.8,415.60000000000014,2078,5.307,5.307,0.2,Stable,Kharif,-1790,2078
14,6,2025-06-07,1807,15267,6,3324,-1517,1626.3,1987.7000000000003,361.4000000000003,1807,15.267,15.267,0.2,Stable,Kharif,-1517,1807
39,7,2025-05-10,4896,9292,7,2117,2779,4406.400000000001,5385.6,979.1999999999998,4896,9.292,9.292,0.2,Stable,Kharif,2779,4896
27,18,2025-03-23,2982,14231,18,4149,-1167,2683.8,3280.2000000000003,596.4000000000001,2982,14.231,14.231,0.2,Stable,Kharif,-1167,2982
9,20,2025-06-05,2310,12664,20,3602,-1292,2079.0,2541.0,462.0,2310,12.664,12.664,0.2,Stable,Kharif,-1292,2310
15,7,2025-06-24,3458,19266,7,2117,1341,3112.2000000000003,3803.8,691.5999999999999,3458,19.266000000000002,19.266000000000002,0.2,Stable,Kharif,1341,3458
15,3,2025-10-15,1582,975,3,4301,-2719,1423.8,1740.2,316.4000000000001,1582,0.975,0.975,0.2,Stable,Kharif,-2719,1582
26,5,2025-03-29,3618,8928,5,3337,281,3256.2000000000003,3979.8,723.5999999999999,3618,8.928,8.928,0.2,Stable,Kharif,281,3618
42,1,2025-04-12,4547,19710,1,3410,1137,4092.3,5001.700000000001,909.4000000000005,4547,19.71,19.71,0.2,Stable,Kharif,1137,4547
13,15,2025-09-05,2228,10359,15,4991,-2763,2005.2,2450.8,445.60000000000014,2228,10.359,10.359,0.2,Stable,Kharif,-2763,2228
51,3,2025-07-25,2299,9073,3,4301,-2002,2069.1,2528.9,459.8000000000002,2299,9.073,9.073,0.2,Stable,Kharif,-2002,2299
32,8,2025-03-30,4458,18354,8,3868,590,4012.2000000000003,4903.8,891.5999999999999,4458,18.354,18.354,0.2,Stable,Kharif,590,4458
39,9,2025-12-11,4051,3764,9,4097,-46,3645.9,4456.1,810.2000000000003,4051,3.7640000000000002,3.7640000000000002,0.2,Stable,Kharif,-46,4051
49,15,2025-10-15,2306,13248,15,4991,-2685,2075.4,2536.6000000000004,461.2000000000003,2306,13.248000000000001,13.248000000000001,0.2,Stable,Kharif,-2685,2306
52,10,2025-11-06,2940,13001,10,3813,-873,2646.0,3234.0000000000005,588.0000000000005,2940,13.001,13.001,0.2,Stable,Kharif,-873,2940
32,2,2025-04-06,3430,4224,2,2668,762,3087.0,3773.0000000000005,686.0000000000005,3430,4.224,4.224,0.2,Stable,Kharif,762,3430
4,20,2025-06-08,3216,19394,20,3602,-386,2894.4,3537.6000000000004,643.2000000000003,3216,19.394000000000002,19.394000000000002,0.2,Stable,Kharif,-386,3216
30,5,2025-04-24,5082,17398,5,3337,1745,4573.8,5590.200000000001,1016.4000000000005,5082,17.398,17.398,0.2,Stable,Kharif,1745,5082
37,19,2025-01-24,3265,3967,19,2387,878,2938.5,3591.5000000000005,653.0000000000005,3265,3.967,3.967,0.2,Stable,Kharif,878,3265
23,13,2025-06-12,2107,17093,13,4374,-2267,1896.3,2317.7000000000003,421.4000000000003,2107,17.093,17.093,0.2,Stable,Kharif,-2267,2107
39,11,2025-10-13,3327,13271,11,3587,-260,2994.3,3659.7000000000003,665.4000000000001,3327,13.271,13.271,0.2,Stable,Kharif,-260,3327
45,1,2025-12-19,4122,10444,1,3410,712,3709.8,4534.200000000001,824.4000000000005,4122,10.444,10.444,0.2,Stable,Kharif,712,4122
15,15,2025-02-24,4858,16770,15,4991,-133,4372.2,5343.8,971.6000000000004,4858,16.77,16.77,0.2,Stable,Kharif,-133,4858
43,18,2025-03-05,2283,4539,18,4149,-1866,2054.7000000000003,2511.3,456.5999999999999,2283,4.539,4.539,0.2,Stable,Kharif,-1866,2283
29,16,2025-02-02,2726,5732,16,3269,-543,2453.4,2998.6000000000004,545.2000000000003,2726,5.732,5.732,0.2,Stable,Kharif,-543,2726
